ID;statusID;text
940167b0-9d62-4e1e-bf98-3e91d387bfdb;940167b0-9d62-4e1e-bf98-3e91d387bfdb;Open
eec3a049-8cb1-4698-b463-d71a9c6117db;eec3a049-8cb1-4698-b463-d71a9c6117db;In Progress
bb4cf11c-96ec-47de-82d1-af6ff37ebd7b;bb4cf11c-96ec-47de-82d1-af6ff37ebd7b;Resolved
6bfdc15c-190a-4b8a-8c94-99322f23dedc;6bfdc15c-190a-4b8a-8c94-99322f23dedc;Closed
9e315f69-8a65-41d7-84f8-58c378b91187;9e315f69-8a65-41d7-84f8-58c378b91187;Reopened
