ID;priorityID;text
afed4dbc-2d3c-4efe-be91-3c294e0d52a1;afed4dbc-2d3c-4efe-be91-3c294e0d52a1;High
ca3b7273-2214-4915-8b61-ba63e0ba6659;ca3b7273-2214-4915-8b61-ba63e0ba6659;Medium
c1f96973-64ea-4dcb-a436-404b04e12768;c1f96973-64ea-4dcb-a436-404b04e12768;Low
